Age,City,Amount,Transaction_Type,Account_Balance,Time,Device,Fraud
36,Chennai,28463,Shopping,14191,Night,Laptop,1
67,Delhi,3836,Payment,5253,Morning,Mobile,0
25,Delhi,16573,Shopping,2333,Morning,Mobile,0
43,Delhi,34119,Withdrawal,9145,Night,Desktop,0
66,Hyderabad,42162,Shopping,96477,Night,Desktop,0
57,Hyderabad,21187,Transfer,40524,Afternoon,Laptop,0
24,Mumbai,49600,Shopping,81098,Night,Desktop,0
47,Chennai,28589,Transfer,10135,Afternoon,Mobile,0
24,Bangalore,36920,Shopping,20564,Night,Desktop,0
20,Delhi,19425,Transfer,10440,Evening,Laptop,0
18,Chennai,371,Transfer,35669,Morning,Laptop,0
53,Chennai,18514,Transfer,79147,Night,Laptop,1
42,Mumbai,24320,Payment,45700,Evening,Desktop,0
54,Bangalore,44566,Shopping,56829,Night,Desktop,0
18,Delhi,48757,Shopping,51658,Morning,Desktop,0
32,Bangalore,42525,Withdrawal,30239,Night,Desktop,0
54,Mumbai,9487,Withdrawal,18293,Night,Desktop,0
30,Hyderabad,49244,Withdrawal,84182,Morning,Laptop,0
57,Chennai,11379,Shopping,34177,Night,Laptop,1
25,Delhi,27684,Payment,66796,Morning,Desktop,0
22,Hyderabad,44883,Transfer,23522,Afternoon,Mobile,1
26,Mumbai,39909,Shopping,71648,Night,Laptop,1
18,Bangalore,41576,Payment,27765,Evening,Mobile,0
53,Chennai,10957,Payment,1030,Night,Mobile,0
52,Delhi,42361,Shopping,10051,Morning,Laptop,0
19,Hyderabad,8152,Transfer,28894,Morning,Mobile,0
57,Hyderabad,17095,Payment,43487,Evening,Mobile,0
40,Chennai,13680,Shopping,49484,Evening,Laptop,0
26,Bangalore,18340,Transfer,68596,Morning,Laptop,0
51,Mumbai,18010,Withdrawal,84597,Afternoon,Desktop,0
63,Bangalore,10316,Payment,71139,Afternoon,Laptop,0
31,Bangalore,39097,Payment,24590,Morning,Mobile,0
21,Bangalore,46211,Shopping,83957,Afternoon,Laptop,0
47,Chennai,25011,Shopping,3281,Evening,Desktop,0
48,Chennai,34966,Transfer,17830,Afternoon,Laptop,1
55,Mumbai,15538,Withdrawal,5757,Evening,Mobile,0
28,Bangalore,7965,Withdrawal,59142,Night,Laptop,1
52,Chennai,16657,Shopping,54749,Evening,Mobile,0
25,Mumbai,12311,Shopping,52163,Night,Laptop,1
20,Mumbai,33368,Transfer,35456,Evening,Desktop,1
31,Bangalore,3746,Shopping,16115,Evening,Desktop,0
30,Delhi,42916,Transfer,1381,Afternoon,Laptop,1
62,Bangalore,24024,Transfer,2347,Evening,Mobile,0
49,Delhi,44212,Withdrawal,51627,Morning,Desktop,0
51,Mumbai,10010,Transfer,88146,Night,Mobile,0
62,Chennai,1878,Withdrawal,37836,Night,Laptop,1
36,Hyderabad,45852,Withdrawal,82350,Evening,Desktop,0
55,Mumbai,19541,Withdrawal,96154,Morning,Desktop,0
33,Chennai,5290,Shopping,40431,Evening,Mobile,0
19,Mumbai,15404,Withdrawal,44424,Evening,Desktop,0
57,Bangalore,39865,Transfer,23466,Afternoon,Mobile,1
34,Delhi,27389,Shopping,44523,Evening,Mobile,0
51,Mumbai,44888,Transfer,11820,Evening,Laptop,1
59,Chennai,4847,Shopping,58341,Afternoon,Mobile,0
33,Bangalore,9386,Transfer,65625,Afternoon,Desktop,0
55,Hyderabad,145,Payment,68252,Morning,Mobile,0
19,Bangalore,29842,Payment,91600,Afternoon,Desktop,0
19,Delhi,7858,Payment,90437,Night,Mobile,0
43,Bangalore,23537,Transfer,62358,Night,Laptop,1
30,Hyderabad,19685,Shopping,59214,Morning,Laptop,0
64,Chennai,33323,Withdrawal,12280,Evening,Mobile,0
48,Mumbai,9954,Withdrawal,76730,Morning,Mobile,0
51,Delhi,17449,Transfer,70845,Afternoon,Mobile,0
56,Hyderabad,30792,Transfer,82598,Evening,Laptop,1
20,Delhi,21448,Transfer,98477,Morning,Mobile,0
25,Bangalore,34396,Transfer,2429,Morning,Mobile,1
40,Delhi,35844,Withdrawal,95653,Night,Desktop,0
31,Hyderabad,19555,Shopping,14744,Morning,Laptop,0
44,Mumbai,13388,Withdrawal,98915,Evening,Laptop,0
46,Mumbai,6487,Transfer,11616,Morning,Mobile,0
56,Delhi,35389,Payment,88454,Morning,Mobile,0
56,Chennai,39393,Withdrawal,81743,Afternoon,Desktop,0
18,Delhi,33994,Payment,83801,Morning,Mobile,0
34,Bangalore,23116,Payment,36395,Evening,Laptop,0
58,Mumbai,46216,Transfer,79136,Night,Desktop,1
47,Mumbai,40584,Withdrawal,24367,Night,Laptop,1
30,Mumbai,30315,Shopping,1708,Night,Mobile,0
38,Chennai,16202,Withdrawal,44585,Night,Desktop,0
36,Chennai,3504,Shopping,66072,Afternoon,Laptop,0
36,Hyderabad,37360,Shopping,65734,Evening,Laptop,0
42,Delhi,35211,Transfer,84248,Afternoon,Laptop,1
39,Delhi,206,Shopping,11752,Night,Mobile,0
48,Bangalore,15295,Withdrawal,85761,Afternoon,Mobile,0
34,Mumbai,46109,Withdrawal,7506,Morning,Mobile,0
40,Chennai,27253,Payment,90095,Evening,Mobile,0
49,Bangalore,29705,Shopping,71383,Morning,Laptop,0
27,Bangalore,45443,Transfer,32671,Afternoon,Desktop,1
27,Chennai,37669,Transfer,29017,Morning,Mobile,1
53,Delhi,5680,Withdrawal,24774,Afternoon,Desktop,0
25,Mumbai,49466,Shopping,34077,Afternoon,Laptop,0
69,Delhi,5500,Transfer,28148,Evening,Mobile,0
37,Bangalore,39743,Shopping,70154,Evening,Laptop,0
49,Mumbai,30749,Shopping,18410,Evening,Mobile,0
67,Hyderabad,30596,Payment,79119,Night,Mobile,0
31,Bangalore,20737,Transfer,50147,Evening,Desktop,0
67,Delhi,41524,Payment,79223,Morning,Laptop,0
45,Delhi,39115,Transfer,924,Evening,Laptop,1
63,Delhi,6277,Shopping,52399,Evening,Laptop,0
69,Chennai,7369,Transfer,27141,Evening,Desktop,0
41,Bangalore,15074,Withdrawal,35250,Afternoon,Desktop,0
32,Mumbai,14137,Shopping,81954,Afternoon,Laptop,0
39,Delhi,18856,Transfer,23654,Evening,Laptop,0
47,Delhi,16267,Payment,48666,Afternoon,Mobile,0
21,Chennai,23318,Payment,12492,Afternoon,Mobile,0
30,Mumbai,25267,Shopping,34501,Night,Desktop,0
40,Bangalore,43248,Payment,15046,Morning,Mobile,0
25,Hyderabad,6717,Shopping,42024,Afternoon,Laptop,0
35,Chennai,21634,Shopping,69055,Morning,Laptop,0
29,Bangalore,25559,Shopping,1804,Afternoon,Mobile,0
48,Hyderabad,20642,Transfer,49784,Evening,Mobile,0
31,Delhi,403,Shopping,82868,Afternoon,Desktop,0
51,Delhi,29856,Payment,88827,Afternoon,Mobile,0
35,Mumbai,12783,Withdrawal,10522,Morning,Desktop,0
51,Hyderabad,49585,Transfer,76386,Evening,Mobile,1
28,Delhi,32795,Payment,77854,Night,Mobile,0
58,Delhi,11125,Shopping,34117,Morning,Mobile,0
29,Mumbai,20990,Shopping,69998,Evening,Mobile,0
66,Bangalore,18815,Withdrawal,59324,Evening,Laptop,0
32,Delhi,4661,Payment,70890,Morning,Laptop,0
48,Chennai,32947,Transfer,34807,Afternoon,Laptop,1
66,Chennai,36631,Payment,68980,Evening,Mobile,0
46,Bangalore,27507,Shopping,22827,Night,Desktop,0
43,Hyderabad,21680,Transfer,3744,Afternoon,Mobile,0
35,Mumbai,10269,Shopping,23220,Morning,Laptop,0
49,Chennai,17216,Shopping,25590,Morning,Desktop,0
39,Chennai,36844,Payment,64777,Morning,Desktop,0
55,Bangalore,22143,Withdrawal,49036,Morning,Laptop,0
34,Hyderabad,2224,Shopping,8355,Night,Mobile,0
40,Hyderabad,39520,Payment,2101,Night,Desktop,0
41,Bangalore,38151,Transfer,32452,Evening,Desktop,1
67,Chennai,7276,Withdrawal,50874,Night,Laptop,1
25,Mumbai,25874,Shopping,6190,Morning,Desktop,0
58,Chennai,18776,Shopping,13021,Night,Desktop,0
23,Hyderabad,45277,Transfer,76519,Afternoon,Desktop,1
22,Chennai,24860,Payment,8558,Afternoon,Mobile,0
61,Mumbai,45187,Shopping,14204,Evening,Mobile,0
46,Delhi,1097,Transfer,59433,Morning,Laptop,0
45,Chennai,43869,Shopping,71601,Night,Mobile,0
28,Bangalore,37532,Payment,44356,Evening,Desktop,0
18,Delhi,13217,Withdrawal,37756,Evening,Mobile,0
60,Bangalore,11331,Payment,57852,Night,Desktop,0
36,Bangalore,29851,Payment,31115,Evening,Desktop,0
26,Bangalore,7540,Payment,2427,Morning,Mobile,0
44,Chennai,20011,Transfer,16012,Night,Mobile,0
51,Hyderabad,44086,Shopping,8801,Afternoon,Mobile,0
61,Delhi,15708,Withdrawal,87349,Afternoon,Mobile,0
21,Mumbai,29765,Transfer,74493,Night,Laptop,1
53,Hyderabad,27257,Payment,71528,Evening,Mobile,0
35,Chennai,28879,Withdrawal,69259,Evening,Laptop,0
32,Bangalore,30068,Payment,88547,Afternoon,Desktop,0
68,Mumbai,27487,Payment,87491,Afternoon,Laptop,0
30,Delhi,4190,Payment,63558,Morning,Desktop,0
36,Hyderabad,25045,Withdrawal,99758,Evening,Laptop,0
66,Hyderabad,40339,Shopping,65426,Morning,Laptop,0
23,Mumbai,3843,Payment,23934,Afternoon,Desktop,0
65,Chennai,31024,Shopping,30841,Afternoon,Laptop,0
29,Delhi,10296,Withdrawal,15507,Afternoon,Desktop,0
68,Mumbai,26379,Withdrawal,27299,Afternoon,Mobile,0
54,Bangalore,39876,Payment,56320,Morning,Desktop,0
34,Delhi,3424,Shopping,16174,Afternoon,Laptop,0
40,Hyderabad,41500,Shopping,15926,Night,Mobile,0
43,Mumbai,19741,Payment,73131,Evening,Laptop,0
46,Hyderabad,27582,Transfer,45291,Afternoon,Mobile,0
50,Hyderabad,33094,Transfer,90140,Evening,Desktop,1
44,Hyderabad,14963,Withdrawal,3755,Afternoon,Mobile,0
42,Chennai,48895,Withdrawal,34326,Morning,Mobile,0
27,Hyderabad,37586,Transfer,89068,Evening,Mobile,1
64,Bangalore,38540,Transfer,5444,Morning,Laptop,1
40,Bangalore,24211,Transfer,38326,Afternoon,Mobile,0
38,Delhi,48130,Payment,30997,Night,Desktop,0
38,Hyderabad,3299,Payment,28223,Night,Desktop,0
60,Hyderabad,38138,Payment,35787,Night,Desktop,0
30,Mumbai,45618,Payment,12345,Night,Mobile,0
54,Chennai,7997,Payment,90333,Night,Desktop,0
50,Delhi,41532,Payment,68606,Morning,Laptop,0
41,Hyderabad,14992,Withdrawal,93539,Night,Desktop,0
61,Mumbai,8371,Shopping,73486,Afternoon,Mobile,0
28,Chennai,38026,Withdrawal,86307,Morning,Desktop,0
34,Delhi,24915,Shopping,56069,Morning,Mobile,0
21,Delhi,45712,Withdrawal,81934,Night,Mobile,0
64,Hyderabad,33457,Withdrawal,80425,Evening,Desktop,0
42,Delhi,9652,Payment,25963,Afternoon,Laptop,0
47,Mumbai,16367,Payment,1244,Morning,Laptop,0
26,Delhi,18368,Shopping,88840,Afternoon,Desktop,0
38,Bangalore,49027,Shopping,36782,Evening,Mobile,0
37,Mumbai,14363,Payment,52582,Morning,Desktop,0
36,Chennai,5499,Withdrawal,55189,Afternoon,Mobile,0
36,Chennai,29911,Shopping,76907,Night,Mobile,0
29,Hyderabad,29106,Transfer,79572,Morning,Mobile,0
54,Hyderabad,41371,Transfer,89133,Morning,Laptop,1
59,Bangalore,1176,Transfer,65266,Morning,Laptop,0
34,Chennai,7335,Shopping,66211,Morning,Desktop,0
54,Chennai,23321,Payment,3717,Night,Laptop,1
65,Chennai,16517,Payment,81142,Evening,Mobile,0
56,Chennai,32639,Payment,30859,Evening,Mobile,0
45,Delhi,34709,Shopping,54009,Afternoon,Desktop,0
58,Mumbai,37349,Shopping,62470,Night,Mobile,0
52,Mumbai,34002,Transfer,22857,Night,Desktop,1
64,Bangalore,23745,Shopping,42854,Afternoon,Desktop,0
65,Delhi,21782,Transfer,39070,Night,Mobile,0
35,Chennai,46007,Transfer,7534,Night,Laptop,1
31,Chennai,23501,Payment,16763,Morning,Mobile,0
52,Hyderabad,7871,Shopping,42680,Morning,Mobile,0
61,Hyderabad,41435,Payment,50599,Morning,Desktop,0
58,Bangalore,9015,Payment,74812,Night,Laptop,1
24,Chennai,13998,Shopping,75848,Night,Desktop,0
58,Bangalore,2013,Shopping,85775,Evening,Mobile,0
30,Delhi,37165,Withdrawal,27425,Morning,Desktop,0
35,Mumbai,27168,Transfer,20075,Afternoon,Desktop,0
54,Chennai,2042,Withdrawal,22731,Night,Mobile,0
30,Delhi,20488,Transfer,77435,Morning,Desktop,0
53,Chennai,17815,Transfer,48231,Evening,Mobile,0
48,Hyderabad,437,Transfer,23600,Morning,Desktop,0
19,Bangalore,47124,Payment,11268,Evening,Laptop,0
33,Hyderabad,23550,Payment,99335,Evening,Mobile,0
26,Mumbai,10157,Shopping,59837,Night,Laptop,1
26,Hyderabad,27813,Transfer,51197,Evening,Desktop,0
55,Chennai,9083,Transfer,11857,Evening,Laptop,0
28,Hyderabad,20095,Transfer,67473,Afternoon,Laptop,0
39,Chennai,49151,Payment,25446,Evening,Laptop,0
50,Mumbai,36568,Shopping,86924,Afternoon,Desktop,0
53,Hyderabad,26192,Payment,71538,Afternoon,Mobile,0
62,Bangalore,12245,Withdrawal,55649,Morning,Desktop,0
40,Bangalore,38986,Withdrawal,6066,Morning,Desktop,0
62,Bangalore,23589,Withdrawal,42076,Night,Desktop,0
62,Hyderabad,31136,Shopping,53818,Night,Mobile,0
51,Hyderabad,29713,Withdrawal,70050,Night,Desktop,0
26,Hyderabad,28584,Shopping,51908,Evening,Desktop,0
41,Chennai,2773,Payment,54006,Morning,Mobile,0
25,Mumbai,34990,Payment,79649,Evening,Mobile,0
24,Bangalore,12077,Shopping,40667,Morning,Mobile,0
53,Chennai,23566,Payment,34199,Evening,Laptop,0
35,Bangalore,41118,Payment,50045,Night,Mobile,0
20,Chennai,27109,Shopping,52929,Morning,Laptop,0
45,Hyderabad,3788,Withdrawal,87850,Morning,Laptop,0
23,Bangalore,3848,Shopping,23886,Afternoon,Desktop,0
61,Hyderabad,39210,Transfer,59773,Morning,Laptop,1
61,Bangalore,49143,Payment,42085,Morning,Desktop,0
38,Delhi,13765,Shopping,8009,Evening,Laptop,0
45,Chennai,36998,Payment,88352,Night,Mobile,0
57,Delhi,20741,Withdrawal,77107,Afternoon,Desktop,0
18,Chennai,32600,Payment,93778,Evening,Laptop,0
53,Mumbai,35897,Shopping,79264,Morning,Desktop,0
38,Bangalore,19330,Withdrawal,77650,Evening,Mobile,0
60,Mumbai,46050,Withdrawal,76337,Night,Laptop,1
52,Mumbai,25146,Withdrawal,63805,Afternoon,Laptop,0
30,Chennai,36903,Transfer,43351,Evening,Mobile,1
66,Delhi,47995,Shopping,77410,Morning,Laptop,0
27,Hyderabad,35767,Shopping,34907,Evening,Laptop,0
61,Chennai,9738,Withdrawal,47106,Morning,Desktop,0
64,Hyderabad,20927,Payment,80018,Afternoon,Laptop,0
27,Mumbai,21273,Withdrawal,97294,Afternoon,Mobile,0
63,Hyderabad,13322,Transfer,46152,Evening,Laptop,0
30,Delhi,37110,Withdrawal,10748,Afternoon,Desktop,0
54,Chennai,18195,Shopping,11015,Night,Laptop,1
55,Delhi,1539,Withdrawal,92845,Evening,Desktop,0
41,Delhi,38481,Payment,11330,Morning,Laptop,0
19,Chennai,20114,Shopping,61131,Evening,Desktop,0
39,Delhi,5475,Payment,7299,Morning,Desktop,0
34,Bangalore,23587,Withdrawal,74583,Afternoon,Laptop,0
53,Bangalore,41745,Shopping,97598,Morning,Mobile,0
31,Bangalore,25802,Transfer,14828,Morning,Mobile,0
27,Hyderabad,20700,Shopping,13179,Morning,Laptop,0
52,Delhi,2566,Payment,21558,Morning,Laptop,0
42,Chennai,40692,Shopping,98273,Night,Laptop,1
20,Chennai,45197,Transfer,47196,Morning,Laptop,1
64,Hyderabad,44498,Transfer,85942,Evening,Laptop,1
55,Chennai,47071,Transfer,39372,Night,Mobile,1
34,Bangalore,7028,Transfer,55471,Morning,Desktop,0
29,Delhi,22580,Payment,82583,Morning,Desktop,0
69,Chennai,9211,Shopping,23806,Morning,Mobile,0
41,Chennai,40988,Withdrawal,28710,Night,Mobile,0
46,Mumbai,29589,Transfer,46193,Morning,Desktop,0
60,Mumbai,43932,Withdrawal,28739,Morning,Mobile,0
42,Mumbai,9504,Withdrawal,93866,Morning,Laptop,0
53,Delhi,33739,Shopping,69417,Afternoon,Mobile,0
43,Bangalore,12682,Withdrawal,94877,Evening,Mobile,0
55,Bangalore,963,Withdrawal,7947,Morning,Mobile,0
18,Bangalore,47751,Payment,86404,Evening,Mobile,0
37,Delhi,45013,Withdrawal,20771,Afternoon,Desktop,0
45,Delhi,27784,Shopping,66375,Afternoon,Desktop,0
33,Mumbai,3155,Withdrawal,86010,Morning,Desktop,0
64,Chennai,12286,Shopping,92545,Evening,Desktop,0
34,Hyderabad,2782,Transfer,57343,Night,Laptop,1
57,Hyderabad,45750,Withdrawal,26721,Morning,Laptop,0
45,Chennai,38146,Withdrawal,64888,Night,Desktop,0
29,Mumbai,46673,Withdrawal,93299,Afternoon,Desktop,0
44,Chennai,21932,Transfer,56967,Afternoon,Desktop,0
59,Chennai,17097,Payment,73769,Evening,Mobile,0
64,Hyderabad,34740,Withdrawal,71085,Night,Laptop,1
47,Mumbai,11446,Shopping,43586,Night,Laptop,1
58,Delhi,40591,Payment,87124,Morning,Mobile,0
51,Hyderabad,46739,Payment,81644,Evening,Mobile,0
54,Delhi,48814,Payment,1138,Evening,Mobile,0
23,Mumbai,7289,Withdrawal,73745,Night,Laptop,1
24,Chennai,45620,Transfer,71179,Afternoon,Mobile,1
49,Bangalore,44433,Transfer,63434,Evening,Mobile,1
49,Bangalore,21870,Withdrawal,67260,Afternoon,Mobile,0
42,Mumbai,39810,Shopping,47734,Morning,Desktop,0
50,Bangalore,47598,Shopping,61549,Evening,Mobile,0
24,Delhi,44251,Shopping,64343,Evening,Desktop,0
69,Bangalore,344,Withdrawal,48547,Morning,Laptop,0
29,Mumbai,32888,Transfer,10241,Evening,Laptop,1
33,Mumbai,29905,Withdrawal,63504,Night,Laptop,1
33,Delhi,14017,Transfer,61989,Night,Desktop,0
60,Bangalore,46589,Payment,23491,Morning,Mobile,0
53,Bangalore,5867,Withdrawal,26581,Afternoon,Laptop,0
30,Chennai,28490,Transfer,57804,Afternoon,Mobile,0
24,Hyderabad,10347,Payment,16142,Evening,Desktop,0
53,Mumbai,3615,Payment,75603,Afternoon,Laptop,0
64,Chennai,34778,Withdrawal,17899,Afternoon,Mobile,0
68,Mumbai,22366,Transfer,33603,Morning,Mobile,0
26,Chennai,10850,Payment,15830,Afternoon,Laptop,0
49,Hyderabad,29683,Withdrawal,16964,Afternoon,Mobile,0
28,Chennai,8176,Payment,2634,Afternoon,Desktop,0
25,Mumbai,18106,Shopping,49909,Night,Laptop,1
50,Bangalore,15151,Withdrawal,95698,Night,Laptop,1
40,Mumbai,4414,Payment,684,Morning,Laptop,0
42,Delhi,28770,Withdrawal,96423,Evening,Laptop,0
25,Delhi,35321,Withdrawal,49774,Morning,Desktop,0
62,Delhi,2115,Transfer,73299,Evening,Desktop,0
39,Delhi,10336,Transfer,56310,Evening,Mobile,0
21,Hyderabad,35668,Payment,79227,Afternoon,Desktop,0
57,Bangalore,41891,Withdrawal,69550,Afternoon,Mobile,0
20,Bangalore,44752,Withdrawal,33234,Morning,Mobile,0
46,Mumbai,26467,Shopping,72113,Morning,Laptop,0
58,Chennai,16452,Withdrawal,51046,Morning,Mobile,0
46,Mumbai,45750,Transfer,35620,Night,Laptop,1
51,Mumbai,10446,Withdrawal,48984,Night,Mobile,0
51,Mumbai,25256,Transfer,61063,Night,Desktop,0
45,Mumbai,14135,Shopping,75536,Night,Laptop,1
30,Bangalore,16208,Payment,81028,Night,Mobile,0
32,Chennai,2953,Transfer,55613,Afternoon,Desktop,0
40,Mumbai,18720,Payment,53596,Evening,Desktop,0
61,Bangalore,4276,Payment,10633,Night,Laptop,1
43,Mumbai,35023,Payment,6905,Morning,Laptop,0
21,Delhi,26020,Payment,30769,Evening,Laptop,0
43,Mumbai,6929,Transfer,82910,Night,Mobile,0
57,Mumbai,34754,Shopping,97493,Night,Laptop,1
26,Hyderabad,39339,Withdrawal,17585,Afternoon,Desktop,0
22,Delhi,25230,Transfer,36202,Afternoon,Desktop,0
49,Chennai,45457,Shopping,80383,Afternoon,Laptop,0
37,Mumbai,8491,Withdrawal,14002,Night,Laptop,1
67,Chennai,19424,Payment,46979,Afternoon,Desktop,0
28,Delhi,46218,Withdrawal,79884,Night,Mobile,0
32,Mumbai,40767,Withdrawal,88457,Evening,Desktop,0
49,Hyderabad,406,Shopping,14926,Evening,Desktop,0
45,Bangalore,35943,Withdrawal,70731,Night,Desktop,0
39,Hyderabad,30643,Payment,16360,Morning,Laptop,0
58,Hyderabad,7344,Transfer,47365,Night,Mobile,0
34,Bangalore,6711,Transfer,47904,Evening,Mobile,0
43,Bangalore,22806,Shopping,91746,Evening,Laptop,0
61,Bangalore,19176,Payment,57923,Night,Desktop,0
24,Mumbai,47002,Payment,91447,Night,Laptop,1
59,Chennai,33143,Withdrawal,74879,Night,Laptop,1
43,Chennai,5371,Shopping,31652,Evening,Mobile,0
42,Bangalore,7431,Payment,81609,Morning,Mobile,0
27,Hyderabad,11653,Payment,31237,Night,Laptop,1
62,Delhi,31440,Payment,54825,Evening,Laptop,0
36,Bangalore,11673,Transfer,39267,Night,Mobile,0
28,Hyderabad,21509,Transfer,94292,Evening,Mobile,0
30,Hyderabad,20534,Transfer,42205,Night,Desktop,0
25,Mumbai,24564,Withdrawal,2502,Evening,Laptop,0
57,Mumbai,42940,Withdrawal,82659,Night,Desktop,0
21,Chennai,48885,Withdrawal,60737,Afternoon,Desktop,0
64,Chennai,20762,Payment,56213,Night,Desktop,0
48,Delhi,18328,Transfer,42315,Evening,Mobile,0
45,Delhi,49323,Payment,65497,Night,Desktop,0
28,Delhi,7486,Payment,61359,Morning,Mobile,0
60,Delhi,6962,Shopping,63736,Night,Mobile,0
18,Hyderabad,40208,Payment,88287,Night,Mobile,0
66,Hyderabad,26352,Withdrawal,78743,Night,Laptop,1
64,Chennai,9587,Transfer,90153,Morning,Desktop,0
69,Mumbai,47929,Transfer,23243,Morning,Mobile,1
55,Mumbai,40503,Payment,57239,Morning,Laptop,0
41,Bangalore,14704,Withdrawal,76826,Afternoon,Laptop,0
64,Hyderabad,17527,Withdrawal,98656,Morning,Laptop,0
48,Delhi,27301,Withdrawal,81632,Afternoon,Mobile,0
58,Delhi,3142,Transfer,30839,Night,Mobile,0
63,Bangalore,10486,Withdrawal,34621,Afternoon,Mobile,0
67,Mumbai,11792,Withdrawal,43495,Night,Laptop,1
43,Delhi,15325,Payment,52532,Afternoon,Mobile,0
66,Mumbai,16793,Shopping,50331,Morning,Desktop,0
67,Bangalore,6761,Withdrawal,41946,Morning,Mobile,0
22,Mumbai,43121,Payment,46178,Afternoon,Mobile,0
37,Mumbai,18361,Payment,21198,Afternoon,Desktop,0
69,Mumbai,27478,Withdrawal,80752,Morning,Mobile,0
58,Delhi,21319,Shopping,96842,Night,Mobile,0
28,Chennai,12037,Transfer,83904,Night,Mobile,0
50,Hyderabad,894,Shopping,48418,Night,Mobile,0
67,Mumbai,47466,Withdrawal,97166,Night,Laptop,1
55,Mumbai,6886,Shopping,57735,Evening,Mobile,0
44,Mumbai,36882,Payment,6625,Night,Desktop,0
51,Chennai,40260,Payment,48011,Evening,Desktop,0
32,Bangalore,45413,Shopping,29546,Evening,Laptop,0
49,Delhi,38221,Transfer,88796,Morning,Mobile,1
38,Chennai,36275,Shopping,10614,Morning,Desktop,0
63,Mumbai,27132,Withdrawal,1137,Afternoon,Laptop,0
22,Chennai,26527,Transfer,39134,Night,Mobile,0
23,Chennai,17458,Shopping,89213,Night,Laptop,1
55,Chennai,29890,Shopping,36276,Morning,Mobile,0
39,Bangalore,20721,Transfer,24100,Morning,Laptop,0
35,Hyderabad,48921,Shopping,82287,Morning,Laptop,0
31,Delhi,28465,Withdrawal,27309,Afternoon,Desktop,0
27,Bangalore,13289,Payment,24256,Night,Desktop,0
63,Bangalore,11313,Withdrawal,59969,Afternoon,Laptop,0
30,Hyderabad,7348,Shopping,38868,Evening,Mobile,0
48,Bangalore,4469,Payment,77685,Evening,Mobile,0
47,Chennai,8150,Transfer,77402,Night,Mobile,0
20,Chennai,28705,Withdrawal,12380,Morning,Mobile,0
47,Mumbai,49716,Transfer,83819,Morning,Mobile,1
23,Bangalore,38283,Payment,57655,Afternoon,Desktop,0
46,Mumbai,15498,Shopping,88262,Evening,Laptop,0
25,Delhi,40983,Payment,65816,Evening,Desktop,0
61,Chennai,33155,Payment,71356,Night,Mobile,0
62,Delhi,3295,Transfer,9227,Evening,Laptop,0
60,Hyderabad,25551,Withdrawal,77760,Morning,Mobile,0
61,Chennai,7550,Payment,39711,Morning,Mobile,0
50,Delhi,3025,Shopping,85969,Morning,Laptop,0
34,Hyderabad,14615,Payment,79430,Night,Mobile,0
65,Delhi,5410,Transfer,41917,Afternoon,Desktop,0
28,Hyderabad,31917,Withdrawal,85158,Evening,Desktop,0
30,Hyderabad,49698,Shopping,63327,Night,Desktop,0
67,Chennai,27508,Transfer,31937,Afternoon,Mobile,0
28,Mumbai,44628,Payment,21019,Night,Desktop,0
48,Hyderabad,47764,Payment,8483,Evening,Mobile,0
45,Hyderabad,19380,Withdrawal,45156,Morning,Mobile,0
61,Chennai,17205,Transfer,6135,Afternoon,Desktop,0
23,Mumbai,18647,Transfer,20122,Afternoon,Desktop,0
58,Bangalore,10874,Withdrawal,75475,Night,Mobile,0
33,Bangalore,15557,Shopping,93945,Night,Mobile,0
21,Mumbai,42411,Transfer,61166,Morning,Mobile,1
52,Delhi,4080,Withdrawal,56505,Night,Mobile,0
65,Chennai,20986,Transfer,98929,Evening,Desktop,0
43,Mumbai,11676,Withdrawal,11903,Evening,Mobile,0
29,Bangalore,31991,Payment,60977,Evening,Mobile,0
28,Hyderabad,36281,Payment,65535,Evening,Mobile,0
54,Bangalore,33362,Transfer,33403,Morning,Mobile,1
42,Hyderabad,1047,Transfer,92989,Morning,Mobile,0
35,Chennai,122,Payment,7811,Morning,Laptop,0
36,Hyderabad,1228,Shopping,51111,Night,Laptop,1
40,Mumbai,14086,Withdrawal,98061,Morning,Laptop,0
55,Hyderabad,32422,Shopping,21115,Afternoon,Desktop,0
35,Delhi,49029,Shopping,57308,Afternoon,Mobile,0
43,Mumbai,16260,Shopping,34080,Afternoon,Desktop,0
23,Chennai,49809,Payment,57552,Night,Mobile,0
21,Mumbai,9908,Transfer,92356,Night,Laptop,1
61,Delhi,29712,Shopping,43398,Morning,Mobile,0
68,Chennai,21825,Payment,24452,Evening,Desktop,0
46,Bangalore,7098,Withdrawal,83290,Afternoon,Desktop,0
51,Delhi,40050,Transfer,15727,Night,Mobile,1
34,Chennai,23518,Withdrawal,14260,Afternoon,Desktop,0
60,Hyderabad,18140,Shopping,9326,Morning,Laptop,0
60,Mumbai,20657,Transfer,79975,Night,Mobile,0
33,Chennai,21925,Shopping,99472,Evening,Laptop,0
19,Mumbai,9098,Transfer,83713,Evening,Laptop,0
51,Hyderabad,36180,Shopping,60932,Night,Desktop,0
25,Chennai,46197,Withdrawal,74496,Evening,Mobile,0
30,Bangalore,15902,Withdrawal,58704,Morning,Laptop,0
59,Delhi,11267,Shopping,9173,Evening,Laptop,0
25,Chennai,35192,Transfer,93902,Afternoon,Mobile,1
47,Hyderabad,42507,Withdrawal,36658,Afternoon,Desktop,0
